,Start,7,,End,1042,,,0,,,,,,,,,,,
6,41153.88,125.15,15.85,0,50.8,,,,,,,,24.6,3.78,#N/A,50.8,,,
6,41153.92,125.15,15.85,0,50.8,,,,,,,,24.6,3.78,#N/A,50.8,,,
6,41153.96,125.15,15.85,0,50.8,,,,,,,,24.6,3.78,#N/A,50.8,,,
6,41154.00,0.01,0,0,50.8,,,,,,,,0,0,#N/A,50.8,,,
6,41154.04,0.4,0,0,50.7,,,,,,,,0.39,0,#N/A,50.7,,,
6,41154.08,0.4,0,0,50.7,,,,,,,,0.39,0,#N/A,50.7,,,
6,41154.13,0.4,0,0,50.7,,,,,,,,0.39,0,#N/A,50.7,,,
6,41154.14,0.84,0,0,50.58,,,,,,,,0.83,0,#N/A,50.58,,,
6,41154.17,1.08,0,1.02,50.52,,,,,,,,1.07,0,#N/A,50.52,,,
6,41154.21,1.48,0,0,50.43,,,,,,,,1.47,0,#N/A,50.43,,,
6,41154.25,1.51,0,0,50.43,,,,,,,,1.5,0,#N/A,50.43,,,
6,41154.25,1.51,0,0,50.43,,,,,,,,1.5,0,#N/A,50.43,,,
6,41154.29,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.35,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.38,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.42,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.46,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.50,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.54,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.58,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.64,1.53,0,0,50.43,,,,,,,,1.52,0,#N/A,50.43,,,
6,41154.67,1.62,0,10.89,50.41,,,,,,,,1.61,0,#N/A,50.41,,,
6,41154.71,11.02,0,11.11,197.88,,,,,,,,11.01,0,#N/A,197.88,,,
6,41154.75,13.12,0,0,197.3,,,,,,,,13.11,0,#N/A,197.3,,,
6,41154.79,13.12,0,0,197.3,,,,,,,,13.11,0,#N/A,197.3,,,
6,41154.80,13.12,0,0,197.3,,,,,,,,13.11,0,#N/A,197.3,,,
6,41154.83,13.12,0,0,197.3,,,,,,,,13.11,0,#N/A,197.3,,,
6,41154.88,13.97,0.85,0,197.06,,,,,,,,13.96,0.85,#N/A,197.06,,,
6,41154.92,13.97,0.85,0,197.06,,,,,,,,13.96,0.85,#N/A,197.06,,,
6,41154.96,13.97,0.85,0,197.06,,,,,,,,13.96,0.85,#N/A,197.06,,,
6,41155.00,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.06,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.08,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.13,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.14,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.21,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.25,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.29,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.33,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.38,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.42,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.43,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.47,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.50,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.54,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.60,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.63,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.67,13.97,0.85,0,197.06,,,,,,,,0,0,#N/A,197.06,,,
6,41155.71,14.08,0.85,11,197.03,,,,,,,,0.11,0,#N/A,197.03,,,
6,41155.75,22.92,0.85,11.21,194.64,,,,,,,,8.95,0,#N/A,194.64,,,
6,41155.79,27.4,5.33,0,193.43,,,,,,,,13.43,4.48,#N/A,193.43,,,
6,41155.83,27.4,5.33,0,193.43,,,,,,,,13.43,4.48,#N/A,193.43,,,
6,41155.88,27.4,5.33,0,193.43,,,,,,,,13.43,4.48,#N/A,193.43,,,
6,41155.89,27.4,5.33,0,193.43,,,,,,,,13.43,4.48,#N/A,193.43,,,
6,41155.92,27.86,5.79,0,193.3,,,,,,,,13.89,4.94,#N/A,193.3,,,
6,41155.96,27.86,5.79,0,193.3,,,,,,,,13.89,4.94,#N/A,193.3,,,
6,41156.00,27.86,5.79,0,193.3,,,,,,,,0,0,#N/A,193.3,,,
6,41156.04,27.86,5.79,0,193.3,,,,,,,,0,0,#N/A,193.3,,,
6,41156.08,28.24,5.79,0,193.2,,,,,,,,0.38,0,#N/A,193.2,,,
6,41156.13,28.24,5.79,0,193.2,,,,,,,,0.38,0,#N/A,193.2,,,
6,41156.17,28.24,5.79,0,193.2,,,,,,,,0.38,0,#N/A,193.2,,,
6,41156.21,28.33,5.79,0,193.18,,,,,,,,0.47,0,#N/A,193.18,,,
6,41156.25,28.33,5.79,0,193.18,,,,,,,,0.47,0,#N/A,193.18,,,
6,41156.29,29.94,5.79,10.24,192.74,,,,,,,,2.08,0,#N/A,192.74,,,
6,41156.33,38.85,5.79,10.24,190.34,,,,,,,,10.99,0,#N/A,190.34,,,
6,41156.35,41.27,5.79,10.13,189.69,,,,,,,,13.41,0,#N/A,189.69,,,
6,41156.38,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.42,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.43,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.46,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.49,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.50,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.54,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.58,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.60,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.60,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.63,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.64,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.65,44.31,5.79,0,188.87,,,,,,,,16.45,0,#N/A,188.87,,,
6,41156.67,44.47,5.79,0,188.83,,,,,,,,16.61,0,#N/A,188.83,,,
6,41156.68,45.61,5.79,10.67,188.53,,,,,,,,17.75,0,#N/A,188.53,,,
6,41156.71,52.09,5.79,11,186.77,,,,,,,,24.23,0,#N/A,186.77,,,
6,41156.75,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41156.79,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41156.83,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41156.88,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41156.92,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41156.96,57.35,5.79,0,185.34,,,,,,,,29.49,0,#N/A,185.34,,,
6,41157.00,57.79,6.23,0,185.23,,,,,,,,0,0,#N/A,185.23,,,
6,41157.04,0.01,0,0,185.23,,,,,,,,0.01,0,#N/A,185.23,,,
6,41157.08,0.01,0,0,185.23,,,,,,,,0.01,0,#N/A,185.23,,,
6,41157.13,0.86,0,0,185,,,,,,,,0.86,0,#N/A,185,,,
6,41157.14,0.86,0,0,185,,,,,,,,0.86,0,#N/A,185,,,
6,41157.17,3.11,0,0,184.39,,,,,,,,3.11,0,#N/A,184.39,,,
6,41157.18,3.11,0,0,184.39,,,,,,,,3.11,0,#N/A,184.39,,,
6,41157.19,3.68,0.57,11.11,184.15,,,,,,,,3.68,0.57,#N/A,184.15,,,
6,41157.21,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.25,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.25,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.29,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.33,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.38,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.42,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.46,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.50,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.51,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.54,5.48,2.37,0,183.39,,,,,,,,5.48,2.37,#N/A,183.39,,,
6,41157.55,5.67,2.56,0,183.31,,,,,,,,5.67,2.56,#N/A,183.31,,,
6,41157.58,5.67,2.56,0,183.31,,,,,,,,5.67,2.56,#N/A,183.31,,,
6,41157.63,5.69,2.58,0,183.3,,,,,,,,5.69,2.58,#N/A,183.3,,,
6,41157.67,6.23,3.12,11.43,183.07,,,,,,,,6.23,3.12,#N/A,183.07,,,
6,41157.71,16.03,12.92,11.54,178.95,,,,,,,,16.03,12.92,#N/A,178.95,,,
6,41157.71,16.03,12.92,11.54,178.95,,,,,,,,16.03,12.92,#N/A,178.95,,,
6,41157.72,18.14,15.03,11.11,178.06,,,,,,,,18.14,15.03,#N/A,178.06,,,
6,41157.75,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.79,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.83,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.83,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.85,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.88,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.88,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.92,24.06,20.95,0,175.59,,,,,,,,24.06,20.95,#N/A,175.59,,,
6,41157.96,24.99,21.88,0,175.19,,,,,,,,24.99,21.88,#N/A,175.19,,,
6,41158.00,24.99,21.88,0,175.19,,,,,,,,0,0,#N/A,175.19,,,
6,41158.04,24.99,21.88,0,175.19,,,,,,,,0,0,#N/A,175.19,,,
6,41158.08,24.99,21.88,0,175.19,,,,,,,,0,0,#N/A,175.19,,,
6,41158.13,25.1,21.88,10.78,175.16,,,,,,,,0.11,0,#N/A,175.16,,,
6,41158.13,25.1,21.88,10.78,175.16,,,,,,,,0.11,0,#N/A,175.16,,,
6,41158.17,29.87,21.88,0,173.86,,,,,,,,4.88,0,#N/A,173.86,,,
6,41158.21,29.88,21.89,0,173.86,,,,,,,,4.89,0.01,#N/A,173.86,,,
6,41158.22,29.88,21.89,0,173.86,,,,,,,,4.89,0.01,#N/A,173.86,,,
6,41158.25,29.88,21.89,0,173.86,,,,,,,,4.89,0.01,#N/A,173.86,,,
6,41158.29,29.88,21.89,0,173.86,,,,,,,,4.89,0.01,#N/A,173.86,,,
6,41158.33,29.88,21.89,0,173.86,,,,,,,,4.89,0.01,#N/A,173.86,,,
6,41158.38,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.38,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.39,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.42,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.46,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.50,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.55,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.56,29.95,21.89,0,173.85,,,,,,,,4.96,0.01,#N/A,173.85,,,
6,41158.65,0,0,0,173.85,,,,,,,,0,0,#N/A,173.85,,,
6,41158.67,0,0,0,173.85,,,,,,,,0,0,#N/A,173.85,,,
6,41159.00,0.01,0,0,166.35,,,,,,,,0,0,#N/A,166.35,,,
6,41159.04,0.01,0,0,166.35,,,,,,,,0,0,#N/A,166.35,,,
6,41159.08,0.01,0,0,166.35,,,,,,,,0,0,#N/A,166.35,,,
6,41159.13,0.01,0,0,166.35,,,,,,,,0,0,#N/A,166.35,,,
6,41159.17,0.01,0,0,166.35,,,,,,,,0,0,#N/A,166.35,,,
6,41160.01,0.01,0,0,157.97,,,,,,,,0,0,#N/A,157.97,,,
6,41160.04,0.01,0,0,157.97,,,,,,,,0,0,#N/A,157.97,,,
6,41160.04,0.01,0,0,157.97,,,,,,,,0,0,#N/A,157.97,,,
6,41160.08,0.01,0,0,157.97,,,,,,,,0,0,#N/A,157.97,,,
6,41160.13,1.52,0,1.32,157.53,,,,,,,,1.51,0,#N/A,157.53,,,
6,41160.33,4.29,0,0,156.64,,,,,,,,4.28,0,#N/A,156.64,,,
6,41160.46,6.8,0,0,155.88,,,,,,,,6.79,0,#N/A,155.88,,,
6,41160.46,6.8,0,0,155.88,,,,,,,,6.79,0,#N/A,155.88,,,
6,41161.00,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.00,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.00,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.04,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.08,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.13,0.01,0,0,150.07,,,,,,,,0,0,#N/A,150.07,,,
6,41161.35,1.9,0,0,149.54,,,,,,,,1.89,0,#N/A,149.54,,,
6,41161.38,1.9,0,0,149.54,,,,,,,,1.89,0,#N/A,149.54,,,
6,41161.46,1.9,0,0,149.54,,,,,,,,1.89,0,#N/A,149.54,,,
6,41161.50,1.9,0,0,149.54,,,,,,,,1.89,0,#N/A,149.54,,,
6,41161.61,1.9,0,0,149.54,,,,,,,,1.89,0,#N/A,149.54,,,
6,41161.67,2.38,0,0,149.41,,,,,,,,2.37,0,#N/A,149.41,,,
6,41162.00,0.01,0,0,140.94,,,,,,,,0,0,#N/A,140.94,,,
6,41162.01,0.01,0,0,140.94,,,,,,,,0,0,#N/A,140.94,,,
6,41162.04,0.01,0,0,140.94,,,,,,,,0,0,#N/A,140.94,,,
6,41162.09,0.01,0,0,140.94,,,,,,,,0,0,#N/A,140.94,,,
6,41162.11,0.01,0,0,140.94,,,,,,,,0,0,#N/A,140.94,,,
6,41163.00,0.01,0,0,133.46,,,,,,,,0,0,#N/A,133.46,,,
6,41163.04,0.01,0,0,133.46,,,,,,,,0,0,#N/A,133.46,,,
6,41163.08,0.01,0,0,133.46,,,,,,,,0,0,#N/A,133.46,,,
6,41163.08,0.01,0,0,133.46,,,,,,,,0,0,#N/A,133.46,,,
6,41163.13,0.01,0,0,133.46,,,,,,,,0,0,#N/A,133.46,,,
6,41163.20,1.11,0,0,133.1,,,,,,,,1.1,0,#N/A,133.1,,,
6,41163.54,1.58,0,0,132.95,,,,,,,,1.57,0,#N/A,132.95,,,
6,41163.54,1.58,0,0,132.95,,,,,,,,1.57,0,#N/A,132.95,,,
6,41163.58,1.69,0,1.66,132.92,,,,,,,,1.68,0,#N/A,132.92,,,
6,41163.61,1.89,0,0,132.86,,,,,,,,1.88,0,#N/A,132.86,,,
6,41163.62,1.89,0,0,132.86,,,,,,,,1.88,0,#N/A,132.86,,,
6,41163.63,1.89,0,0,132.86,,,,,,,,1.88,0,#N/A,132.86,,,
6,41163.67,2.6,0,8.82,132.67,,,,,,,,2.59,0,#N/A,132.67,,,
6,41163.71,10.46,7.86,9.94,129.52,,,,,,,,10.45,7.86,#N/A,129.52,,,
6,41163.75,18.7,16.1,10.2,126.03,,,,,,,,18.69,16.1,#N/A,126.03,,,
6,41163.79,20.94,18.34,0,125.08,,,,,,,,20.93,18.34,#N/A,125.08,,,
6,41163.83,20.94,18.34,0,125.08,,,,,,,,20.93,18.34,#N/A,125.08,,,
6,41163.88,21.63,19.03,0,124.79,,,,,,,,21.62,19.03,#N/A,124.79,,,
6,41163.92,21.63,19.03,0,124.79,,,,,,,,21.62,19.03,#N/A,124.79,,,
6,41163.96,21.71,19.11,0,124.75,,,,,,,,21.7,19.11,#N/A,124.75,,,
6,41164.00,21.71,19.11,0,124.75,,,,,,,,0,0,#N/A,124.75,,,
6,41164.04,22.05,19.11,0,124.66,,,,,,,,0.34,0,#N/A,124.66,,,
6,41164.08,22.47,19.11,0,124.55,,,,,,,,0.76,0,#N/A,124.55,,,
6,41164.13,22.79,19.11,0,124.46,,,,,,,,1.08,0,#N/A,124.46,,,
6,41164.17,24.65,19.11,1.75,123.96,,,,,,,,2.94,0,#N/A,123.96,,,
6,41164.21,24.99,19.11,0,123.88,,,,,,,,3.28,0,#N/A,123.88,,,
6,41164.25,24.99,19.11,0,123.88,,,,,,,,3.28,0,#N/A,123.88,,,
6,41164.29,25.33,19.11,0,123.78,,,,,,,,3.62,0,#N/A,123.78,,,
6,41164.33,25.33,19.11,0,123.78,,,,,,,,3.62,0,#N/A,123.78,,,
6,41164.38,25.64,19.11,0,123.69,,,,,,,,3.93,0,#N/A,123.69,,,
6,41164.42,25.64,19.11,0,123.69,,,,,,,,3.93,0,#N/A,123.69,,,
6,41164.46,25.8,19.11,1.66,123.64,,,,,,,,4.09,0,#N/A,123.64,,,
6,41164.50,25.92,19.11,0,123.6,,,,,,,,4.21,0,#N/A,123.6,,,
6,41167.13,0.01,0,0,107.33,,,,,,,,0,0,#N/A,107.33,,,
6,41167.21,1.55,0,1.23,106.92,,,,,,,,1.54,0,#N/A,106.92,,,
6,41167.25,2.62,0,1.32,106.59,,,,,,,,2.61,0,#N/A,106.59,,,
6,41167.26,2.92,0,1.32,106.5,,,,,,,,2.91,0,#N/A,106.5,,,
6,41167.29,2.97,0,0,106.49,,,,,,,,2.96,0,#N/A,106.49,,,
6,41167.33,2.98,0,1.23,106.49,,,,,,,,2.97,0,#N/A,106.49,,,
6,41167.38,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.41,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.42,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.46,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.50,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.53,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.54,3.16,0,0,106.45,,,,,,,,3.15,0,#N/A,106.45,,,
6,41167.58,3.54,0,0,106.33,,,,,,,,3.53,0,#N/A,106.33,,,
6,41167.63,3.54,0,0,106.33,,,,,,,,3.53,0,#N/A,106.33,,,
6,41167.67,3.56,0,0,106.32,,,,,,,,3.55,0,#N/A,106.32,,,
6,41167.71,8.98,5.42,10.29,104.04,,,,,,,,8.97,5.42,#N/A,104.04,,,
6,41167.75,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41167.79,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41167.83,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41167.88,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41167.92,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41167.96,14.9,11.34,0,101.52,,,,,,,,14.89,11.34,#N/A,101.52,,,
6,41168.00,14.9,11.34,0,101.52,,,,,,,,0,0,#N/A,101.52,,,
6,41168.04,0.24,0,0,101.46,,,,,,,,0.24,0,#N/A,101.46,,,
6,41168.06,1,0,8.82,101.25,,,,,,,,1,0,#N/A,101.25,,,
6,41168.08,1.14,0,0,101.21,,,,,,,,1.14,0,#N/A,101.21,,,
6,41168.13,1.14,0,0,101.21,,,,,,,,1.14,0,#N/A,101.21,,,
6,41168.14,1.66,0,0,101.07,,,,,,,,1.66,0,#N/A,101.07,,,
6,41168.15,1.66,0,0,101.07,,,,,,,,1.66,0,#N/A,101.07,,,
6,41168.17,1.66,0,0,101.07,,,,,,,,1.66,0,#N/A,101.07,,,
6,41168.21,2.26,0,0,100.92,,,,,,,,2.26,0,#N/A,100.92,,,
6,41168.25,2.49,0,1.15,100.87,,,,,,,,2.49,0,#N/A,100.87,,,
6,41168.26,2.7,0,0,100.82,,,,,,,,2.7,0,#N/A,100.82,,,
6,41168.28,2.7,0,0,100.82,,,,,,,,2.7,0,#N/A,100.82,,,
6,41168.29,2.7,0,0,100.82,,,,,,,,2.7,0,#N/A,100.82,,,
6,41168.33,2.7,0,0,100.82,,,,,,,,2.7,0,#N/A,100.82,,,
6,41168.38,3.22,0,1.32,100.65,,,,,,,,3.22,0,#N/A,100.65,,,
6,41168.42,3.69,0,0,100.52,,,,,,,,3.69,0,#N/A,100.52,,,
6,41168.43,3.92,0,1.23,100.48,,,,,,,,3.92,0,#N/A,100.48,,,
