,Start,7,,End,1042,,,0,,,,,,,,,,,
7,41153.79,265.42,53.2,12.19,184.99,,,,,,,,58.67,10.84,#N/A,184.99,,,
7,41153.83,270.14,57.92,0,183,,,,,,,,63.39,15.56,#N/A,183,,,
7,41153.88,270.14,57.92,0,183,,,,,,,,63.39,15.56,#N/A,183,,,
7,41153.92,270.14,57.92,0,183,,,,,,,,63.39,15.56,#N/A,183,,,
7,41153.96,270.14,57.92,0,183,,,,,,,,63.39,15.56,#N/A,183,,,
7,41154.00,0.01,0,0,183,,,,,,,,0,0,#N/A,183,,,
7,41154.04,0.1,0,0,182.96,,,,,,,,0.09,0,#N/A,182.96,,,
7,41154.08,0.1,0,0,182.96,,,,,,,,0.09,0,#N/A,182.96,,,
7,41154.13,0.1,0,0,182.96,,,,,,,,0.09,0,#N/A,182.96,,,
7,41154.14,0.1,0,0,182.96,,,,,,,,0.09,0,#N/A,182.96,,,
7,41154.17,0.11,0,0,182.96,,,,,,,,0.1,0,#N/A,182.96,,,
7,41154.21,1.25,0,1.45,182.53,,,,,,,,1.24,0,#N/A,182.53,,,
7,41154.25,2.8,0,2.1,181.91,,,,,,,,2.79,0,#N/A,181.91,,,
7,41154.25,2.8,0,2.1,181.91,,,,,,,,2.79,0,#N/A,181.91,,,
7,41154.29,4.33,0,2.1,181.29,,,,,,,,4.32,0,#N/A,181.29,,,
7,41154.35,6.45,0,2.21,180.46,,,,,,,,6.44,0,#N/A,180.46,,,
7,41154.38,7.54,0,1.88,180.01,,,,,,,,7.53,0,#N/A,180.01,,,
7,41154.42,9.16,0,1.34,179.31,,,,,,,,9.15,0,#N/A,179.31,,,
7,41154.46,10.81,0,3.4,178.63,,,,,,,,10.8,0,#N/A,178.63,,,
7,41154.50,12.38,0,2.1,177.98,,,,,,,,12.37,0,#N/A,177.98,,,
7,41154.54,13.08,0,1.55,177.67,,,,,,,,13.07,0,#N/A,177.67,,,
7,41154.58,14.67,0,1.66,177.04,,,,,,,,14.66,0,#N/A,177.04,,,
7,41154.64,14.68,0,0,177.04,,,,,,,,14.67,0,#N/A,177.04,,,
7,41154.67,15.18,0,0,176.83,,,,,,,,15.17,0,#N/A,176.83,,,
7,41154.71,25.58,0,12.4,172.45,,,,,,,,25.57,0,#N/A,172.45,,,
7,41154.75,35.94,0.55,12.4,168.09,,,,,,,,35.93,0.55,#N/A,168.09,,,
7,41154.79,47.46,12.08,10.89,163.26,,,,,,,,47.45,12.08,#N/A,163.26,,,
7,41154.80,49.17,13.79,0,162.53,,,,,,,,49.16,13.79,#N/A,162.53,,,
7,41154.83,49.17,13.79,0,162.53,,,,,,,,49.16,13.79,#N/A,162.53,,,
7,41154.88,49.17,13.79,0,162.53,,,,,,,,49.16,13.79,#N/A,162.53,,,
7,41154.92,49.17,13.79,0,162.53,,,,,,,,49.16,13.79,#N/A,162.53,,,
7,41154.96,51.34,15.96,0,161.62,,,,,,,,51.33,15.96,#N/A,161.62,,,
7,41155.00,53.87,18.49,1.55,160.56,,,,,,,,0,0,#N/A,160.56,,,
7,41155.06,54.47,18.49,2.1,160.34,,,,,,,,0.6,0,#N/A,160.34,,,
7,41155.08,54.74,18.49,0,160.25,,,,,,,,0.87,0,#N/A,160.25,,,
7,41155.13,54.92,18.49,0.7,160.24,,,,,,,,1.05,0,#N/A,160.24,,,
7,41155.14,54.97,18.49,0,160.23,,,,,,,,1.1,0,#N/A,160.23,,,
7,41155.21,55.44,18.49,0,160.13,,,,,,,,1.57,0,#N/A,160.13,,,
7,41155.25,55.52,18.49,0,160.1,,,,,,,,1.65,0,#N/A,160.1,,,
7,41155.29,57.18,18.49,1.88,159.39,,,,,,,,3.31,0,#N/A,159.39,,,
7,41155.33,57.42,18.49,0,159.29,,,,,,,,3.55,0,#N/A,159.29,,,
7,41155.38,57.42,18.49,0,159.29,,,,,,,,3.55,0,#N/A,159.29,,,
7,41155.42,57.8,18.49,2.42,159.13,,,,,,,,3.93,0,#N/A,159.13,,,
7,41155.43,58.36,18.49,2.32,158.91,,,,,,,,4.49,0,#N/A,158.91,,,
7,41155.47,60.02,18.49,1.77,158.22,,,,,,,,6.15,0,#N/A,158.22,,,
7,41155.50,60.46,18.49,0,158.01,,,,,,,,6.59,0,#N/A,158.01,,,
7,41155.54,60.46,18.49,0,158.01,,,,,,,,6.59,0,#N/A,158.01,,,
7,41155.60,60.47,18.49,0,158.01,,,,,,,,6.6,0,#N/A,158.01,,,
7,41155.63,60.47,18.49,0,158.01,,,,,,,,6.6,0,#N/A,158.01,,,
7,41155.67,60.47,18.49,0,158.01,,,,,,,,6.6,0,#N/A,158.01,,,
7,41155.71,67.76,18.49,12.51,154.94,,,,,,,,13.89,0,#N/A,154.94,,,
7,41155.75,78.53,18.49,13.05,150.42,,,,,,,,24.66,0,#N/A,150.42,,,
7,41155.79,86.57,26.53,0,147.04,,,,,,,,32.7,8.04,#N/A,147.04,,,
7,41155.83,86.58,26.54,0,147.04,,,,,,,,32.71,8.05,#N/A,147.04,,,
7,41155.88,86.58,26.54,0.91,147.04,,,,,,,,32.71,8.05,#N/A,147.04,,,
7,41155.89,86.58,26.54,0,147.04,,,,,,,,32.71,8.05,#N/A,147.04,,,
7,41155.92,86.59,26.55,0,147.04,,,,,,,,32.72,8.06,#N/A,147.04,,,
7,41155.96,86.6,26.56,0,147.04,,,,,,,,32.73,8.07,#N/A,147.04,,,
7,41156.00,86.61,26.57,0.38,147.04,,,,,,,,0,0,#N/A,147.04,,,
7,41156.04,86.61,26.57,0,147.04,,,,,,,,0,0,#N/A,147.04,,,
7,41156.08,86.85,26.57,0,146.94,,,,,,,,0.24,0,#N/A,146.94,,,
7,41156.13,86.86,26.57,0,146.94,,,,,,,,0.25,0,#N/A,146.94,,,
7,41156.17,86.87,26.57,0,146.94,,,,,,,,0.26,0,#N/A,146.94,,,
7,41156.21,87.28,26.57,1.88,146.79,,,,,,,,0.67,0,#N/A,146.79,,,
7,41156.25,88.88,26.57,1.77,146.16,,,,,,,,2.27,0,#N/A,146.16,,,
7,41156.29,90.26,26.57,1.55,145.58,,,,,,,,3.65,0,#N/A,145.58,,,
7,41156.33,92.13,26.57,1.55,144.8,,,,,,,,5.52,0,#N/A,144.8,,,
7,41156.35,92.52,26.57,1.13,144.63,,,,,,,,5.91,0,#N/A,144.63,,,
7,41156.38,93.63,26.57,1.98,144.19,,,,,,,,7.02,0,#N/A,144.19,,,
7,41156.42,95.2,26.57,1.77,143.56,,,,,,,,8.59,0,#N/A,143.56,,,
7,41156.43,95.74,26.57,1.66,143.34,,,,,,,,9.13,0,#N/A,143.34,,,
7,41156.46,96.77,26.57,1.55,142.93,,,,,,,,10.16,0,#N/A,142.93,,,
7,41156.49,97.82,26.57,1.77,142.49,,,,,,,,11.21,0,#N/A,142.49,,,
7,41156.50,98.41,26.57,3.5,142.24,,,,,,,,11.8,0,#N/A,142.24,,,
7,41156.54,99.99,26.57,1.34,141.6,,,,,,,,13.38,0,#N/A,141.6,,,
7,41156.58,100.2,26.57,0,141.52,,,,,,,,13.59,0,#N/A,141.52,,,
7,41156.60,100.2,26.57,0,141.52,,,,,,,,13.59,0,#N/A,141.52,,,
7,41156.60,100.2,26.57,0,141.52,,,,,,,,13.59,0,#N/A,141.52,,,
7,41156.63,100.22,26.57,0,141.52,,,,,,,,13.61,0,#N/A,141.52,,,
7,41156.64,100.22,26.57,0,141.52,,,,,,,,13.61,0,#N/A,141.52,,,
7,41156.65,100.22,26.57,0.38,141.52,,,,,,,,13.61,0,#N/A,141.52,,,
7,41156.67,100.26,26.57,0,141.51,,,,,,,,13.65,0,#N/A,141.51,,,
7,41156.68,102.28,26.57,12.29,140.66,,,,,,,,15.67,0,#N/A,140.66,,,
7,41156.71,109.74,26.57,12.62,137.55,,,,,,,,23.13,0,#N/A,137.55,,,
7,41156.75,122.28,26.57,23.88,132.29,,,,,,,,35.67,0,#N/A,132.29,,,
7,41156.79,133.42,37.71,4.53,127.6,,,,,,,,46.81,11.14,#N/A,127.6,,,
7,41156.83,135.3,39.59,1.13,126.82,,,,,,,,48.69,13.02,#N/A,126.82,,,
7,41156.88,135.52,39.81,0,126.81,,,,,,,,48.91,13.24,#N/A,126.81,,,
7,41156.92,135.9,40.19,0.27,126.72,,,,,,,,49.29,13.62,#N/A,126.72,,,
7,41156.96,135.92,40.21,0,126.72,,,,,,,,49.31,13.64,#N/A,126.72,,,
7,41157.00,135.92,40.21,0,126.72,,,,,,,,0,0,#N/A,126.72,,,
7,41157.04,0.01,0,0,126.72,,,,,,,,0.01,0,#N/A,126.72,,,
7,41157.08,0.01,0,0,126.72,,,,,,,,0.01,0,#N/A,126.72,,,
7,41157.13,0.01,0,0,126.72,,,,,,,,0.01,0,#N/A,126.72,,,
7,41157.14,0.02,0,0,126.72,,,,,,,,0.02,0,#N/A,126.72,,,
7,41157.17,0.02,0,0,126.72,,,,,,,,0.02,0,#N/A,126.72,,,
7,41157.18,0.02,0,0.38,126.72,,,,,,,,0.02,0,#N/A,126.72,,,
7,41157.19,0.27,0.25,1.45,126.63,,,,,,,,0.27,0.25,#N/A,126.63,,,
7,41157.21,0.83,0.81,1.66,126.41,,,,,,,,0.83,0.81,#N/A,126.41,,,
7,41157.25,2.41,2.39,1.66,125.78,,,,,,,,2.41,2.39,#N/A,125.78,,,
7,41157.25,2.41,2.39,1.66,125.78,,,,,,,,2.41,2.39,#N/A,125.78,,,
7,41157.29,4.09,4.07,1.88,125.05,,,,,,,,4.09,4.07,#N/A,125.05,,,
7,41157.33,5.84,5.81,2.1,124.27,,,,,,,,5.84,5.81,#N/A,124.27,,,
7,41157.38,7.61,7.59,2.21,123.53,,,,,,,,7.61,7.59,#N/A,123.53,,,
7,41157.42,9,8.98,0,122.93,,,,,,,,9,8.98,#N/A,122.93,,,
7,41157.46,9.84,9.82,2.1,122.6,,,,,,,,9.84,9.82,#N/A,122.6,,,
7,41157.50,10.09,10.07,0,122.5,,,,,,,,10.09,10.07,#N/A,122.5,,,
7,41157.51,10.09,10.07,0,122.5,,,,,,,,10.09,10.07,#N/A,122.5,,,
7,41157.54,10.09,10.07,0,122.5,,,,,,,,10.09,10.07,#N/A,122.5,,,
7,41157.55,10.09,10.07,0,122.5,,,,,,,,10.09,10.07,#N/A,122.5,,,
7,41157.58,10.1,10.08,0,122.5,,,,,,,,10.1,10.08,#N/A,122.5,,,
7,41157.63,10.1,10.08,0.27,122.5,,,,,,,,10.1,10.08,#N/A,122.5,,,
7,41157.67,10.97,10.95,12.83,122.13,,,,,,,,10.97,10.95,#N/A,122.13,,,
7,41157.71,23.68,23.66,12.62,116.77,,,,,,,,23.68,23.66,#N/A,116.77,,,
7,41157.71,23.68,23.66,12.62,116.77,,,,,,,,23.68,23.66,#N/A,116.77,,,
7,41157.72,26.16,26.14,12.94,115.73,,,,,,,,26.16,26.14,#N/A,115.73,,,
7,41157.75,33.46,33.44,12.62,112.66,,,,,,,,33.46,33.44,#N/A,112.66,,,
7,41157.79,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.83,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.83,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.85,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.88,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.88,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.92,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41157.96,46.01,45.99,0,107.36,,,,,,,,46.01,45.99,#N/A,107.36,,,
7,41158.00,46.01,45.99,0,107.36,,,,,,,,0,0,#N/A,107.36,,,
7,41158.04,46.01,45.99,0,107.36,,,,,,,,0,0,#N/A,107.36,,,
7,41158.08,46.01,45.99,0,107.36,,,,,,,,0,0,#N/A,107.36,,,
7,41158.13,46.02,45.99,0,107.36,,,,,,,,0.01,0,#N/A,107.36,,,
7,41158.13,46.02,45.99,0,107.36,,,,,,,,0.01,0,#N/A,107.36,,,
7,41158.17,46.02,45.99,0.81,107.36,,,,,,,,0.01,0,#N/A,107.36,,,
7,41158.21,46.02,45.99,0,107.36,,,,,,,,0.01,0,#N/A,107.36,,,
7,41158.22,46.02,45.99,0,107.36,,,,,,,,0.01,0,#N/A,107.36,,,
7,41158.25,46.55,45.99,1.88,107.23,,,,,,,,0.54,0,#N/A,107.23,,,
7,41158.29,48.13,45.99,1.45,106.8,,,,,,,,2.12,0,#N/A,106.8,,,
7,41158.33,50.31,45.99,3.18,106.21,,,,,,,,4.3,0,#N/A,106.21,,,
7,41158.38,51.44,45.99,0,105.91,,,,,,,,5.43,0,#N/A,105.91,,,
7,41158.38,51.44,45.99,0,105.91,,,,,,,,5.43,0,#N/A,105.91,,,
7,41158.39,51.85,45.99,1.34,105.79,,,,,,,,5.84,0,#N/A,105.79,,,
7,41158.42,53.14,45.99,2.42,105.43,,,,,,,,7.13,0,#N/A,105.43,,,
7,41158.46,55.17,45.99,2.42,104.87,,,,,,,,9.16,0,#N/A,104.87,,,
7,41158.50,57.08,45.99,1.45,104.39,,,,,,,,11.07,0,#N/A,104.39,,,
7,41158.55,58.96,45.99,1.98,103.94,,,,,,,,12.95,0,#N/A,103.94,,,
7,41158.56,59.05,45.99,1.98,103.92,,,,,,,,13.04,0,#N/A,103.92,,,
7,41158.65,0,0,0,428.92,,,,,,,,0,0,#N/A,428.92,,,
7,41158.67,2,0,9.77,428.38,,,,,,,,2,0,#N/A,428.38,,,
7,41159.00,0.01,0,0,420.24,,,,,,,,0,0,#N/A,420.24,,,
7,41159.04,0.01,0,0,420.24,,,,,,,,0,0,#N/A,420.24,,,
7,41159.08,0.01,0,0,420.24,,,,,,,,0,0,#N/A,420.24,,,
7,41159.13,0.01,0,0,420.24,,,,,,,,0,0,#N/A,420.24,,,
7,41159.17,0.01,0,0,420.24,,,,,,,,0,0,#N/A,420.24,,,
7,41160.01,0.01,0,0,404.7,,,,,,,,0,0,#N/A,404.7,,,
7,41160.04,0.01,0,0,404.7,,,,,,,,0,0,#N/A,404.7,,,
7,41160.04,0.01,0,0,404.7,,,,,,,,0,0,#N/A,404.7,,,
7,41160.08,0.01,0,0,404.7,,,,,,,,0,0,#N/A,404.7,,,
7,41160.13,0.02,0,0,404.7,,,,,,,,0.01,0,#N/A,404.7,,,
7,41160.33,7.82,0,0,402.58,,,,,,,,7.81,0,#N/A,402.58,,,
7,41160.46,9.41,0,1.58,402.1,,,,,,,,9.4,0,#N/A,402.1,,,
7,41160.46,9.41,0,1.58,402.1,,,,,,,,9.4,0,#N/A,402.1,,,
7,41161.00,0.070833333,0,0.89,385.47,,,,,,,,2.77556E-17,0,#N/A,385.47,,,
7,41161.00,0.070833333,0,0.89,385.47,,,,,,,,2.77556E-17,0,#N/A,385.47,,,
7,41161.00,0.070833333,0,0.89,385.47,,,,,,,,2.77556E-17,0,#N/A,385.47,,,
7,41161.04,1.27,0,0.89,385.09,,,,,,,,1.199166667,0,#N/A,385.09,,,
7,41161.08,2.36,0,0.63,384.75,,,,,,,,2.289166667,0,#N/A,384.75,,,
7,41161.13,3.52,0,1.23,384.37,,,,,,,,3.449166667,0,#N/A,384.37,,,
7,41161.35,12.24,0,2.01,381.95,,,,,,,,12.16916667,0,#N/A,381.95,,,
7,41161.38,13.31,0,1.23,381.66,,,,,,,,13.23916667,0,#N/A,381.66,,,
7,41161.46,15.72,0,0.29,381.01,,,,,,,,15.64916667,0,#N/A,381.01,,,
7,41161.50,16.75,0,1.92,380.76,,,,,,,,16.67916667,0,#N/A,380.76,,,
7,41161.61,20.29,0,1.41,379.83,,,,,,,,20.21916667,0,#N/A,379.83,,,
7,41161.67,22.01,0,1.92,379.31,,,,,,,,21.93916667,0,#N/A,379.31,,,
7,41162.00,0.01,0,0,370.66,,,,,,,,0,0,#N/A,370.66,,,
7,41162.01,0.01,0,0,370.66,,,,,,,,0,0,#N/A,370.66,,,
7,41162.04,0.01,0,0,370.66,,,,,,,,0,0,#N/A,370.66,,,
7,41162.09,0.01,0,0,370.66,,,,,,,,0,0,#N/A,370.66,,,
7,41162.11,0.63,0,3.66,370.49,,,,,,,,0.62,0,#N/A,370.49,,,
7,41163.00,0.01,0,0,358.57,,,,,,,,0,0,#N/A,358.57,,,
7,41163.04,0.01,0,0,358.57,,,,,,,,0,0,#N/A,358.57,,,
7,41163.08,0.01,0,0,358.57,,,,,,,,0,0,#N/A,358.57,,,
7,41163.08,0.01,0,0,358.57,,,,,,,,0,0,#N/A,358.57,,,
7,41163.13,0.01,0,0,358.57,,,,,,,,0,0,#N/A,358.57,,,
7,41163.20,0.02,0,0,358.57,,,,,,,,0.01,0,#N/A,358.57,,,
7,41163.54,6.48,0,0,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.54,6.48,0,0,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.58,6.48,0,0,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.61,6.48,0,0.21,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.62,6.48,0,0,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.63,6.48,0,0,356.76,,,,,,,,6.47,0,#N/A,356.76,,,
7,41163.67,7.34,0,8.47,356.53,,,,,,,,7.33,0,#N/A,356.53,,,
7,41163.71,15.11,7.77,8.9,353.44,,,,,,,,15.1,7.77,#N/A,353.44,,,
7,41163.75,22.41,15.06,8.99,350.36,,,,,,,,22.4,15.06,#N/A,350.36,,,
7,41163.79,29.44,22.09,8.73,347.4,,,,,,,,29.43,22.09,#N/A,347.4,,,
7,41163.83,32.96,25.62,0,345.93,,,,,,,,32.95,25.62,#N/A,345.93,,,
7,41163.88,32.96,25.62,0,345.93,,,,,,,,32.95,25.62,#N/A,345.93,,,
7,41163.92,32.98,25.63,0.46,345.93,,,,,,,,32.97,25.63,#N/A,345.93,,,
7,41163.96,32.98,25.63,0,345.93,,,,,,,,32.97,25.63,#N/A,345.93,,,
7,41164.00,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.04,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.08,32.98,25.63,0.21,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.13,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.17,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.21,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.25,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.29,32.98,25.63,0,345.93,,,,,,,,0,0,#N/A,345.93,,,
7,41164.33,32.99,25.63,0,345.93,,,,,,,,0.01,0,#N/A,345.93,,,
7,41164.38,32.99,25.63,0,345.93,,,,,,,,0.01,0,#N/A,345.93,,,
7,41164.42,32.99,25.63,0,345.93,,,,,,,,0.01,0,#N/A,345.93,,,
7,41164.46,34.09,25.63,2.01,345.64,,,,,,,,1.11,0,#N/A,345.64,,,
7,41164.50,35.4,25.63,1.92,345.3,,,,,,,,2.42,0,#N/A,345.3,,,
7,41167.13,3.81,0,1.75,306.25,,,,,,,,0,0,#N/A,306.25,,,
7,41167.21,6.31,0,1.75,305.49,,,,,,,,2.5,0,#N/A,305.49,,,
7,41167.25,7.67,0,1.41,505.09,,,,,,,,3.86,0,#N/A,505.09,,,
7,41167.26,8.04,0,1.83,504.99,,,,,,,,4.23,0,#N/A,504.99,,,
7,41167.29,9.02,0,1.32,504.71,,,,,,,,5.21,0,#N/A,504.71,,,
7,41167.33,9.73,0,0,504.49,,,,,,,,5.92,0,#N/A,504.49,,,
7,41167.38,9.73,0,0,504.49,,,,,,,,5.92,0,#N/A,504.49,,,
7,41167.41,9.73,0,0,504.49,,,,,,,,5.92,0,#N/A,504.49,,,
7,41167.42,9.73,0,0,504.49,,,,,,,,5.92,0,#N/A,504.49,,,
7,41167.46,9.77,0,1.92,504.48,,,,,,,,5.96,0,#N/A,504.48,,,
7,41167.50,11.25,0,3.05,504.09,,,,,,,,7.44,0,#N/A,504.09,,,
7,41167.53,12.79,0,2.88,503.65,,,,,,,,8.98,0,#N/A,503.65,,,
7,41167.54,13.71,0,2.62,503.39,,,,,,,,9.9,0,#N/A,503.39,,,
7,41167.58,14.72,0,0.81,503.12,,,,,,,,10.91,0,#N/A,503.12,,,
7,41167.63,15.13,0,0.46,503.02,,,,,,,,11.32,0,#N/A,503.02,,,
7,41167.67,17.06,0,8.82,502.48,,,,,,,,13.25,0,#N/A,502.48,,,
7,41167.71,25.06,8,8.9,499.25,,,,,,,,21.25,8,#N/A,499.25,,,
7,41167.75,33.29,16.23,9.16,495.78,,,,,,,,29.48,16.23,#N/A,495.78,,,
7,41167.79,39.9,22.84,0,493.01,,,,,,,,36.09,22.84,#N/A,493.01,,,
7,41167.83,39.9,22.84,0,493.01,,,,,,,,36.09,22.84,#N/A,493.01,,,
7,41167.88,39.9,22.84,0.21,493.01,,,,,,,,36.09,22.84,#N/A,493.01,,,
7,41167.92,39.9,22.84,0,493.01,,,,,,,,36.09,22.84,#N/A,493.01,,,
7,41167.96,39.9,22.84,0,493.01,,,,,,,,36.09,22.84,#N/A,493.01,,,
7,41168.00,39.9,22.84,0,493.01,,,,,,,,0,0,#N/A,493.01,,,
7,41168.04,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.06,0.03,0,0.38,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.08,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.13,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.14,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.15,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.17,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.21,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
7,41168.25,0.03,0,0,493.01,,,,,,,,0.03,0,#N/A,493.01,,,
